"Type";"ScopeMGLevel";"Scope";"ScopeId";"PolicySetDisplayName";"PolicySetDescription";"PolicySetDefinitionName";"PolicySetDefinitionId";"PolicySetCategory";"PolicySetVersion";"UniqueAssignmentsCount";"PoliciesUsedCount";"PoliciesUsedBuiltinCount";"PoliciesUsedStaticCount";"PoliciesUsedCustomCount";"PoliciesUsedBuiltin";"PoliciesUsedStatic";"PoliciesUsedCustom";"CreatedOn";"CreatedBy";"UpdatedOn";"UpdatedBy";"ALZ";"ALZState";"ALZLatestVer";"ALZIdentificationLevel";"ALZPolicySetName"
"BuiltIn";;;;"NIST SP 800-171 Rev. 2";"The US National Institute of Standards and Technology (NIST) promotes and maintains measurement standards and guidelines to help protect the information and information systems of federal agencies. In response to Executive Order 13556 on managing controlled unclassified information (CUI), it published NIST SP 800-171. These policies address a subset of NIST SP 800-171 Rev. 2 controls. For more information, visit https://docs.microsoft.com/azure/compliance/offerings/offering-nist-800-171";"03055927-78bd-4236-86c0-f36125a10dc9";"/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9";"Regulatory Compliance";"15.4.0";"0";"210";"210";"0";"0";"ea53dbee-c6c9-4f0e-9f9e-de0039b78023, 34c877ad-507e-4c82-993e-3452a6e0ad3c, 2393d2cf-a342-44cd-a2e2-fe0188fd1234, 45e05259-1eb5-4f70-9574-baf73e9d219b, a049bf77-880b-470f-ba6d-9f21c530cf83, 0e60b895-3786-45da-8377-9c6b4b6ac5f9, 3cf2ab00-13f1-4d0c-8971-2ac904541a7e, cb510bfd-1cba-4d9f-a230-cb0976f4bb71, 497dff13-db2a-4c0f-8603-28fa3b331ab6, 385f5831-96d4-41db-9a3c-cd3af78aaae6, 331e8ea8-378a-410f-a2e5-ae22f38bb0da, e8eef0a8-67cf-4eb4-9386-14b0e78733d4, ca610c1d-041c-4332-9d88-7ed3094967c7, 9830b652-8523-49cc-b1b3-e17dce1127ca, 4b90e17e-8448-49db-875e-bd83fb6f804f, 6edd7eda-6dd8-40f7-810d-67160c639cd9, 7698e800-9299-47a6-b3b6-5a0fee576eed, 0fda3595-9f2b-4592-8675-4231d6fa82fe, cddd188c-4b82-4c48-a19d-ddf74ee66a01, 8b0323be-cc25-4b61-935d-002c3798c6ea, f39f5f49-4abf-44de-8c70-0756997bfb51, 58440f8a-10c5-4151-bdce-dfbaad4a20b7, 7803067c-7d34-46e3-8c79-0ca68fc4036d, b8564268-eb4a-4337-89be-a19db070c59d, df39c015-56a4-45de-b4a3-efe77bed320d, 1c06e275-d63d-4540-b761-71f364c2111d, 1d320205-c6a1-4ac6-873d-46224024e8e2, 72d11df1-dd8a-41f7-8925-b05b960ebafc, b54ed75b-3e1a-44ac-a333-05ba39b99ff0, 71ef260a-8f18-47b7-abcb-62d0673d94dc, 8d7e1fde-fe26-4b5f-8108-f8e432cbc2be, 1f314764-cb73-4fc9-b863-8eca98ac36e9, 4f11b553-d42e-4e3a-89be-32ca364cad4c, 0cfea604-3201-4e14-88fc-fae4c427a6c5, a451c1ef-c6ca-483d-87ed-f49761e3ffb5, 0da106f2-4ca3-48e8-bc85-c638fe6aea8f, 339353f6-2387-4a45-abe4-7f529d121046, 2b9ad585-36bc-4615-b300-fd4435808332, e9ac8f8e-ce22-4355-8f04-99b911d6be52, 94e1c2ac-cbbe-4cac-a2b5-389c812dee87, 630c64f9-8b6b-4c64-b511-6544ceff6fd6, f6ec09a3-78bf-4f8f-99dc-6c77182d0f99, 1d84d5fb-01f6-4d12-ba4f-4a26081d403d, 37e0d2fe-28a5-43d6-a273-67d37d1f5606, e3e008c3-56b9-4133-8fd7-d3347377402a, 81b3ccb4-e6e8-4e4a-8d05-5df25cd29fd4, 931e118d-50a1-4457-a5e4-78550e086c52, ef619a2c-cc4d-4d03-b2ba-8c94a834d85b, 862e97cf-49fc-4a5c-9de4-40d4e2e7c8eb, d0793b48-0edc-4296-a390-4c75d1bdfd71, 2a1a9cdf-e04d-429a-8416-3bfb72a1b26f, 55615ac9-af46-4a59-874e-391cc3dfb490, 1b8ca024-1d5c-4dec-8995-b1a932b41780, 037eea7a-bd0a-46c5-9a66-03aea78705d3, 0725b4dd-7e76-479c-a735-68e7ee23d5ca, ee980b6d-0eca-4501-8d54-f6290fd512c3, 5744710e-cc2f-4ee8-8809-3b11e89f4bc9, b0f33259-77d7-4c9e-aac6-3aabcfae693c, 9daedab3-fb2d-461e-b861-71790eead4f6, e71308d3-144b-4262-b144-efdc3cc90517, bd352bd5-2853-4985-bf0d-73806b4a5744, f6de0be7-9a8a-4b8a-b349-43cf02d22f7c, bb91dfba-c30d-4263-9add-9c2384e659a6, 0e246bcf-5f6f-4f87-bc6f-775d4712c7ea, 22730e10-96f6-4aac-ad84-9383d35b5917, 09024ccc-0c5f-475e-9457-b7c0d9ed487b, 89099bee-89e0-4b26-a5f4-165451757743, f9be5368-9bf5-4b84-9e0a-7850da98bb46, f8d36e2f-389b-4ee4-898d-21aeb69a0f45, b4330a05-a843-4bc8-bf9a-cacce50c67f4, 34f95f76-5386-4de7-b824-0d8478470c9d, cf820ca0-f99e-4f3e-84fb-66e913812d21, 83a214f7-d01a-484b-91a9-ed54470c9a6a, 057ef27e-665e-4328-8ea3-04b3122bd9fb, c95c74d9-38fe-4f0d-af86-0c7d626a315c, 428256e6-1fac-4f48-a757-df34c2b3336d, b6e2945c-0b7b-40f5-9233-7a5323b5cdc6, a6fb4358-5bf4-4ad7-ba82-2cd2f41ce5e9, abfb7388-5bf4-4ad7-ba99-2cd2f41cebb9, abfb4388-5bf4-4ad7-ba82-2cd2f41ceae9, 4da35fc9-c9e7-4960-aec9-797fe7d9051d, 7fe3b40f-802b-4cdd-8bd4-fd799c948cc2, a4fe33eb-e377-4efb-ab31-0784311bc499, 308fbb08-4ab8-4e67-9b29-592e93fb94fa, a3a6ea0c-e018-4933-9ef0-5aaa1501449b, ae89ebca-1c92-4898-ac2c-9f63decb045c, 1c988dd6-ade4-430f-a608-2a3e5b0a6d38, d26f7642-7545-4e18-9b75-8c9bbdee3a9a, 8dfab9c4-fe7b-49ad-85e4-1e9be085358f, 475aae12-b88a-4572-8b36-9b712b2b3a17, c3d20c29-b36d-48fe-808b-99a87530ad99, 2f2ee1de-44aa-4762-b6bd-0893fc3f306d, bdc59948-5574-49b3-bb91-76b7c986428d, 04c4380f-3fae-46e8-96c9-30193528f602, 91a78b24-f231-4a8a-8da9-02c35b2b6510, 72650e9f-97bc-4b2a-ab5f-9781a9fcecbc, fc9b3da7-8347-4380-8e70-0a0361d8dedd, febd0533-8e55-448f-b837-bd0e06f16469, 95edb821-ddaf-4404-9732-666045e056b4, 233a2a17-77ca-4fb1-9b6b-69223d272a44, e345eecc-fa47-480f-9e88-67dcc122b164, f06ddb64-5fa3-4b77-b166-acb36f7f6042, 1c6e92c9-99f0-4e55-9cf2-0c234dc48f99, 47a1ee2f-2a2a-4576-bf2a-e0e36709c2b8, df49d893-a74c-421d-bc95-c663042e5b80, c26596ff-4d70-4e6a-9a30-c2506bd2f80c, 511f5417-5d12-434d-ab2e-816901e72a5e, 82985f06-dc18-4a48-bc1c-b9f4f0098cfe, 098fc59e-46c7-4d99-9b16-64990e543d75, 0820b7b9-23aa-4725-a1ce-ae4558f718e5, 0a15ec92-a229-4763-bb14-0ea34a568f8d, 5bb220d9-2698-4ee4-8404-b9c30c9df609, eaebaea7-8013-4ceb-9d14-7eb32271373c, 47a6b606-51aa-4496-8bb7-64b11cf66adc, 123a3936-f020-408a-ba0c-47873faf1534, e6955644-301c-44b5-a4c4-528577de6861, da0f98fe-a24b-4ad5-af69-bd0400233661, 5b054a0d-39e2-4d53-bea3-9734cad2c69b, bf16e0bb-31e1-4646-8202-60a235cc7e74, a2d0e922-65d0-40c4-8f87-ea6da2d307a2, 4f4f78b8-e367-4b10-a341-d9a4ad5cf1c7, 6e2593d9-add6-4083-9c9b-4b7d2188c899, 0b15565f-aa9e-48ba-8619-45960f2c314d, 0b60c0b2-2dc2-4e1c-b5c9-abbed971de53, 1e66c121-a66a-4b1f-9b83-0fd99bf0fc2d, 0ec47710-77ff-4a3d-9181-6aa50af424d0, 013e242c-8828-4970-87b3-ab247555486d, 48af4db5-9b8b-401c-8e74-076be876a430, 82339799-d096-41ae-8538-b108becf0970, 3c735d8a-a4ba-4a3a-b7cf-db7754cf57f4, e1e5fd5d-3e4c-4ce1-8661-7d1873ae6b15, feedbf84-6b99-488c-acc2-71c829aa5ffc, ef2a8f2a-b3d9-49cd-a8a8-9a3aaaf647d9, e8cbc669-f12d-49eb-93e7-9273119e9933, 6ba6d016-e7c3-4842-b8f2-4992ebc0d72d, 1b7aa243-30e4-4c9e-bca8-d0d3022b634a, 0049a6b3-a662-4f3e-8635-39cf44ace45a, 055aa869-bc98-4af8-bafc-23f1ab6ffe2c, 564feb30-bf6a-4854-b4bb-0d2d2d1e6c66, 5752e6d6-1206-46d8-8ab1-ecc2f71a8112, 1a5b4dca-0b6f-4cf5-907c-56316bc1bf3d, d9da03a1-f3c3-412a-9709-947156872263, 22bee202-a82f-4305-9a2a-6d7f44d4dedb, 404c3081-a854-4457-ae30-26a93ef643f9, 6d555dd1-86f2-4f1c-8ed7-5abae7c6cbab, a4af4a39-4135-47fb-b175-47fbdf85311d, d158790f-bfb0-486c-8631-2dc6b4e8e6af, e802a67a-daf5-4436-9ea6-f6d821dd0c5d, f0e6e85b-9b9f-4a4b-b67b-f730d42f1b0b, f9d614c5-c173-4d56-95a7-b4437057d193, 399b2637-a50f-4f95-96f8-3a145476eb15, 4d24b6d4-5e53-4a4f-a7f4-618fa573ee4b, 86efb160-8de7-451d-bc08-5d475b0aadae, 4ec52d6d-beb7-40c4-9a9e-fe753254690e, 64d314f6-6062-4780-a861-c23e8951bee5, 1fd32ebd-e4c3-4e13-a54a-d7422d4d95f6, fa298e57-9444-42ba-bf04-86e8470e32c7, 67121cc7-ff39-4ab8-b7e3-95b84dab487d, 1f905d99-2ab7-462c-a6b0-f709acca6c8f, 5b9159ae-1701-4a6f-9a7a-aa9c8ddd0580, ba769a63-b8cc-4b2d-abf6-ac33c7204be8, 81e74cea-30fd-40d5-802f-d72103c2aaaa, 0aa61e00-0a01-4a3c-9945-e93cffedf0e6, 47031206-ce96-41f8-861b-6a915f3de284, 87ba29ef-1ab3-4d82-b763-87fcd4f531f7, 51522a96-0869-4791-82f3-981000c2c67f, b5ec538c-daa0-4006-8596-35468b9148e8, 56a5ee18-2ae6-4810-86f7-18e39ce5629b, 2e94d99a-8a36-4563-bc77-810d8893b671, 1fafeaf6-7927-4059-a50a-8eb2a7a6f2b5, 99e9ccd8-3db9-4592-b0d1-14b1715a4d8a, 1f68a601-6e6d-4e42-babf-3f643a047ea2, f7d52b2d-e161-4dfa-a82b-55e564167385, 7d7be79c-23ba-4033-84dd-45e2a5ccdd67, ca91455f-eace-4f96-be59-e6e2c35b4816, 702dd420-7fcc-42c5-afe8-4026edd20fe0, 0a370ff3-6cab-4e85-8995-295fd854c5b8, ac01ad65-10e5-46df-bdd9-6b0cad13e1d2, 6fac406b-40ca-413b-bf8e-0bf964659c25, 295fc8b1-dc9f-4f53-9c61-3f313ceab40a, a1ad735a-e96f-45d2-a7b2-9a4932cab7ec, 617c02be-7f02-4efd-8836-3180d47b6c68, ec068d99-e9c7-401f-8cef-5bdde4e6ccf1, c349d81b-9985-44ae-a8da-ff98d108ede8, 3657f5a0-770e-44a3-b44e-9431ba1e9735, b4ac1030-89c5-4697-8e00-28b5ba6a8811, ea0dfaed-95fb-448c-934e-d6e713ce393d, 4733ea7b-a883-42fe-8cac-97454c2a9e4a, f4b53539-8df9-40e4-86c6-6b607703bd4e, 41425d9f-d1a5-499a-9932-f8ed8453932c, fc4d8e41-e223-45ea-9bf5-eada37891d87, 0961003e-5a0a-4549-abde-af6a37f2724d, 17k78e20-9358-41c9-923c-fb736d382a12, fb74e86f-d351-4b8d-b034-93da7391c01f, c3f317a7-a95c-4547-b7e7-11017ebdf2fe, 86b3d65f-7626-441e-b690-81a8b71cff60, fb893a29-21bb-418c-a157-e99480ec364c, e2c1c086-2d84-4019-bff3-c44ccd95113c, 8c122334-9d20-4eb8-89ea-ac9a705b74ae, bed48b13-6647-468e-aa2f-1af1d3f4dd40, 26a828e1-e88f-464e-bbb3-c134a282b9de, af6cd1bd-1635-48cb-bde7-5b15693900b9, 1221c620-d201-468c-81e7-2817e6107e84, 69bf4abd-ca1e-4cf6-8b5a-762d42e61d4f, 30f71ea1-ac77-4f26-9fc5-2d926bbd4ba7, 9b597639-28e4-48eb-b506-56b05d366257, c43e4a30-77cb-48ab-a4dd-93f175c63b57, a70ca396-0a34-413a-88e1-b956c1e683be, efbde977-ba53-4479-b8e9-10b957924fbf, f47b5582-33ec-4c5c-87c0-b010a6b2e917";"";"";"";"";"";"";"False";"";"";"";""
"BuiltIn";;;;"[Deprecated]: Audit Windows VMs in which the Administrators group does not contain only the specified members";"This initiative deploys the policy requirements and audits Windows virtual machines in which the Administrators group does not contain only the specified members. For more information on Guest Configuration policies, please visit https://aka.ms/gcpol";"06122b01-688c-42a8-af2e-fa97dd39aa3b";"/providers/microsoft.authorization/policysetdefinitions/06122b01-688c-42a8-af2e-fa97dd39aa3b";"Guest Configuration";"1.0.0-deprecated";"0";"2";"2";"0";"0";"b821191b-3a12-44bc-9c38-212138a29ff3, cc7cda28-f867-4311-8497-a526129a8d19";"";"";"";"";"";"";"False";"";"";"";""
"BuiltIn";;;;"[Deprecated]: Audit Windows VMs on which the Log Analytics agent is not connected as expected";"This initiative deploys the policy requirements and audits Windows virtual machines on which the Log Analytics agent is not connected to the specified workspaces. For more information on Guest Configuration policies, please visit https://aka.ms/gcpol";"06c5e415-a662-463a-bb85-ede14286b979";"/providers/microsoft.authorization/policysetdefinitions/06c5e415-a662-463a-bb85-ede14286b979";"Guest Configuration";"1.0.0-deprecated";"0";"2";"2";"0";"0";"68511db2-bd02-41c4-ae6b-1900a012968a, a030a57e-4639-4e8f-ade9-a92f33afe7ee";"";"";"";"";"";"";"False";"";"";"";""
"BuiltIn";;;;"Audit machines with insecure password security settings";"This initiative deploys the policy requirements and audits machines with insecure password security settings. For more information on Guest Configuration policies, please visit https://aka.ms/gcpol";"095e4ed9-c835-4ab6-9439-b5644362a06c";"/providers/microsoft.authorization/policysetdefinitions/095e4ed9-c835-4ab6-9439-b5644362a06c";"Guest Configuration";"1.1.0";"0";"9";"9";"0";"0";"4ceb8dc2-559c-478b-a15b-733fbf1e3738, 237b38db-ca4d-4259-9e47-7882441ca2c0, bf16e0bb-31e1-4646-8202-60a235cc7e74, da0f98fe-a24b-4ad5-af69-bd0400233661, 5b054a0d-39e2-4d53-bea3-9734cad2c69b, a2d0e922-65d0-40c4-8f87-ea6da2d307a2, ea53dbee-c6c9-4f0e-9f9e-de0039b78023, e6955644-301c-44b5-a4c4-528577de6861, f6ec09a3-78bf-4f8f-99dc-6c77182d0f99";"";"";"";"";"";"";"False";"";"";"";""
"BuiltIn";;;;"IRS1075 September 2016";"This initiative includes policies that address a subset of IRS1075 September 2016 controls. Additional policies will be added in upcoming releases. For more information, visit https://aka.ms/irs1075-init.";"105e0327-6175-4eb2-9af4-1fba43bdb39d";"/providers/microsoft.authorization/policysetdefinitions/105e0327-6175-4eb2-9af4-1fba43bdb39d";"Regulatory Compliance";"8.1.0";"0";"55";"55";"0";"0";"e3e008c3-56b9-4133-8fd7-d3347377402a, 81b3ccb4-e6e8-4e4a-8d05-5df25cd29fd4, 931e118d-50a1-4457-a5e4-78550e086c52, 5744710e-cc2f-4ee8-8809-3b11e89f4bc9, 8d7e1fde-fe26-4b5f-8108-f8e432cbc2be, 0cfea604-3201-4e14-88fc-fae4c427a6c5, 339353f6-2387-4a45-abe4-7f529d121046, e9ac8f8e-ce22-4355-8f04-99b911d6be52, 94e1c2ac-cbbe-4cac-a2b5-389c812dee87, 6d555dd1-86f2-4f1c-8ed7-5abae7c6cbab, a4af4a39-4135-47fb-b175-47fbdf85311d, 32133ab0-ee4b-4b44-98d6-042180979d50, 5c3bc7b8-a64c-4e08-a9cd-7ff0f31e1138, f47b5582-33ec-4c5c-87c0-b010a6b2e917, 4f11b553-d42e-4e3a-89be-32ca364cad4c, 09024ccc-0c5f-475e-9457-b7c0d9ed487b, 0e60b895-3786-45da-8377-9c6b4b6ac5f9, cb510bfd-1cba-4d9f-a230-cb0976f4bb71, a7aca53f-2ed4-4466-a25e-0b45ade68efd, 3cf2ab00-13f1-4d0c-8971-2ac904541a7e, 497dff13-db2a-4c0f-8603-28fa3b331ab6, 385f5831-96d4-41db-9a3c-cd3af78aaae6, 331e8ea8-378a-410f-a2e5-ae22f38bb0da, ea53dbee-c6c9-4f0e-9f9e-de0039b78023, f6ec09a3-78bf-4f8f-99dc-6c77182d0f99, e6955644-301c-44b5-a4c4-528577de6861, 5b054a0d-39e2-4d53-bea3-9734cad2c69b, 4ceb8dc2-559c-478b-a15b-733fbf1e3738, 237b38db-ca4d-4259-9e47-7882441ca2c0, bf16e0bb-31e1-4646-8202-60a235cc7e74, a2d0e922-65d0-40c4-8f87-ea6da2d307a2, da0f98fe-a24b-4ad5-af69-bd0400233661, af6cd1bd-1635-48cb-bde7-5b15693900b9, 86b3d65f-7626-441e-b690-81a8b71cff60, e1e5fd5d-3e4c-4ce1-8661-7d1873ae6b15, 47a6b606-51aa-4496-8bb7-64b11cf66adc, b0f33259-77d7-4c9e-aac6-3aabcfae693c, feedbf84-6b99-488c-acc2-71c829aa5ffc, 0961003e-5a0a-4549-abde-af6a37f2724d, 9daedab3-fb2d-461e-b861-71790eead4f6, 7f89b1eb-583c-429a-8828-af049802c1d9, 22bee202-a82f-4305-9a2a-6d7f44d4dedb, 1f314764-cb73-4fc9-b863-8eca98ac36e9, 404c3081-a854-4457-ae30-26a93ef643f9, abfb7388-5bf4-4ad7-ba99-2cd2f41cebb9, a6fb4358-5bf4-4ad7-ba82-2cd2f41ce5e9, abfb4388-5bf4-4ad7-ba82-2cd2f41ceae9, 17k78e20-9358-41c9-923c-fb736d382a12, 34c877ad-507e-4c82-993e-3452a6e0ad3c, b54ed75b-3e1a-44ac-a333-05ba39b99ff0, a451c1ef-c6ca-483d-87ed-f49761e3ffb5, 0015ea4d-51ff-4ce3-8d8c-f3f8f0179a56, 69bf4abd-ca1e-4cf6-8b5a-762d42e61d4f, 30f71ea1-ac77-4f26-9fc5-2d926bbd4ba7, 5752e6d6-1206-46d8-8ab1-ecc2f71a8112";"";"";"";"";"";"";"False";"";"";"";""
"BuiltIn";;;;"Deploy prerequisites to enable Guest Configuration policies on virtual machines";"This initiative adds a system-assigned managed identity and deploys the platform-appropriate Guest Configuration extension to virtual machines that are eligible to be monitored by Guest Configuration policies. This is a prerequisite for all Guest Configuration policies and must be assigned to the policy assignment scope before using any Guest Configuration policy. For more information on Guest Configuration, visit https://aka.ms/gcpol.";"12794019-7a00-42cf-95c2-882eed337cc8";"/providers/microsoft.authorization/policysetdefinitions/12794019-7a00-42cf-95c2-882eed337cc8";"Guest Configuration";"1.0.0";"0";"4";"4";"0";"0";"3cf2ab00-13f1-4d0c-8971-2ac904541a7e, 497dff13-db2a-4c0f-8603-28fa3b331ab6, 385f5831-96d4-41db-9a3c-cd3af78aaae6, 331e8ea8-378a-410f-a2e5-ae22f38bb0da";"";"";"";"";"";"";"False";"";"";"";""
"BuiltIn";;;;"[Deprecated]: Audit Windows VMs in which the Administrators group does not contain all of the specified members";"This initiative deploys the policy requirements and audits Windows virtual machines in which the Administrators group does not contain all of the specified members. For more information on Guest Configuration policies, please visit https://aka.ms/gcpol";"133046de-0bd7-4546-93f4-f452e9e258b7";"/providers/microsoft.authorization/policysetdefinitions/133046de-0bd7-4546-93f4-f452e9e258b7";"Guest Configuration";"1.0.0-deprecated";"0";"2";"2";"0";"0";"93507a81-10a4-4af0-9ee2-34cf25a96e98, f3b44e5d-1456-475f-9c67-c66c4618e85a";"";"";"";"";"";"";"False";"";"";"";""
